"gene_id","gene_id_clean","symbol","entrez"
"ENSG00000230084.5","ENSG00000230084",NA,NA
"ENSG00000230086.1","ENSG00000230086","VN1R96P","100127969"
"ENSG00000230087.1","ENSG00000230087","LOC100418885","100418885"
"ENSG00000230088.1","ENSG00000230088","KRT16P5","353196"
"ENSG00000230090.5","ENSG00000230090",NA,NA
"ENSG00000230091.6","ENSG00000230091",NA,NA
"ENSG00000230092.7","ENSG00000230092",NA,NA
"ENSG00000230096.1","ENSG00000230096",NA,NA
"ENSG00000230097.2","ENSG00000230097",NA,NA
"ENSG00000230098.1","ENSG00000230098",NA,NA
"ENSG00000230099.2","ENSG00000230099","TRBV5-4","28611"
"ENSG00000230100.1","ENSG00000230100",NA,NA
"ENSG00000230101.5","ENSG00000230101",NA,NA
"ENSG00000230102.7","ENSG00000230102","LINC02028","285389"
"ENSG00000230104.1","ENSG00000230104",NA,NA
"ENSG00000230105.1","ENSG00000230105",NA,NA
"ENSG00000230106.1","ENSG00000230106","SNRPCP15","100310857"
"ENSG00000230107.1","ENSG00000230107","LOC101927344","101927344"
"ENSG00000230109.1","ENSG00000230109","LINC02643","105376444"
"ENSG00000230111.1","ENSG00000230111","H3P11","115482708"
"ENSG00000230112.1","ENSG00000230112",NA,NA
"ENSG00000230113.1","ENSG00000230113",NA,NA
"ENSG00000230114.1","ENSG00000230114","AGBL4-AS1","101929721"
"ENSG00000230115.1","ENSG00000230115","TPRG1-AS2","100874027"
"ENSG00000230116.1","ENSG00000230116","RPS3AP11","100270904"
"ENSG00000230118.1","ENSG00000230118",NA,NA
"ENSG00000230119.1","ENSG00000230119",NA,NA
"ENSG00000230120.1","ENSG00000230120",NA,NA
"ENSG00000230121.1","ENSG00000230121",NA,NA
"ENSG00000230122.1","ENSG00000230122",NA,NA
"ENSG00000230123.1","ENSG00000230123","DLEC1P1","100421153"
"ENSG00000230124.7","ENSG00000230124","ACBD6","84320"
"ENSG00000230125.1","ENSG00000230125","EEF1A1P39","100862850"
"ENSG00000230126.1","ENSG00000230126","FGF12-AS2","100873987"
"ENSG00000230130.1","ENSG00000230130","MTND2P39","107075312"
"ENSG00000230131.5","ENSG00000230131",NA,NA
"ENSG00000230132.1","ENSG00000230132",NA,NA
"ENSG00000230133.1","ENSG00000230133","LINC01721","400839"
"ENSG00000230137.1","ENSG00000230137",NA,NA
"ENSG00000230138.1","ENSG00000230138",NA,NA
"ENSG00000230140.5","ENSG00000230140",NA,NA
"ENSG00000230142.2","ENSG00000230142",NA,NA
"ENSG00000230146.1","ENSG00000230146",NA,NA
"ENSG00000230147.2","ENSG00000230147",NA,NA
"ENSG00000230148.8","ENSG00000230148","HOXB-AS1","100874362"
"ENSG00000230149.2","ENSG00000230149",NA,NA
"ENSG00000230153.5","ENSG00000230153","LINC02927","122149304"
"ENSG00000230154.1","ENSG00000230154",NA,NA
"ENSG00000230155.6","ENSG00000230155",NA,NA
"ENSG00000230156.2","ENSG00000230156",NA,NA
"ENSG00000230157.1","ENSG00000230157",NA,NA
"ENSG00000230158.1","ENSG00000230158","MTND1P28","100873215"
"ENSG00000230159.1","ENSG00000230159",NA,NA
"ENSG00000230160.1","ENSG00000230160",NA,NA
"ENSG00000230161.1","ENSG00000230161",NA,NA
"ENSG00000230162.1","ENSG00000230162","CT45A11P","100129813"
"ENSG00000230163.1","ENSG00000230163",NA,NA
"ENSG00000230164.1","ENSG00000230164","MAS1LP1","646366"
"ENSG00000230165.1","ENSG00000230165",NA,NA
"ENSG00000230166.1","ENSG00000230166",NA,NA
"ENSG00000230169.1","ENSG00000230169","RPL30P16","100289099"
"ENSG00000230170.1","ENSG00000230170",NA,NA
"ENSG00000230171.1","ENSG00000230171","RPL22P18","100271290"
"ENSG00000230172.1","ENSG00000230172",NA,NA
"ENSG00000230173.1","ENSG00000230173","LINC01790","101927431"
"ENSG00000230174.1","ENSG00000230174","LINC01149","101929111"
"ENSG00000230175.1","ENSG00000230175","RPS13P1","100128305"
"ENSG00000230176.2","ENSG00000230176","LINC01433","728228"
"ENSG00000230177.1","ENSG00000230177",NA,NA
"ENSG00000230180.1","ENSG00000230180","RPL12P49","107075252"
"ENSG00000230182.1","ENSG00000230182",NA,NA
"ENSG00000230183.4","ENSG00000230183",NA,NA
"ENSG00000230184.1","ENSG00000230184",NA,NA
"ENSG00000230185.4","ENSG00000230185",NA,NA
"ENSG00000230186.3","ENSG00000230186",NA,NA
"ENSG00000230187.1","ENSG00000230187",NA,NA
"ENSG00000230188.1","ENSG00000230188","RPL21P83","100271186"
"ENSG00000230189.7","ENSG00000230189","RABGEF1P2","122149301"
"ENSG00000230190.1","ENSG00000230190","LOC105375556","105375556"
"ENSG00000230191.1","ENSG00000230191",NA,NA
"ENSG00000230192.1","ENSG00000230192",NA,NA
"ENSG00000230194.1","ENSG00000230194","RPL34P35","100271504"
"ENSG00000230196.1","ENSG00000230196","DDX43P3","106481709"
"ENSG00000230197.6","ENSG00000230197",NA,NA
"ENSG00000230198.1","ENSG00000230198",NA,NA
"ENSG00000230199.1","ENSG00000230199",NA,NA
"ENSG00000230201.5","ENSG00000230201",NA,NA
"ENSG00000230202.1","ENSG00000230202",NA,NA
"ENSG00000230203.1","ENSG00000230203","RPS3AP55","646216"
"ENSG00000230204.1","ENSG00000230204",NA,NA
"ENSG00000230205.1","ENSG00000230205",NA,NA
"ENSG00000230207.1","ENSG00000230207","RPL4P5","158345"
"ENSG00000230208.1","ENSG00000230208","IFNNP","654783"
"ENSG00000230212.6","ENSG00000230212",NA,NA
"ENSG00000230213.1","ENSG00000230213","OR8V1P","282776"
"ENSG00000230214.1","ENSG00000230214","FTLP18","100462786"
"ENSG00000230215.1","ENSG00000230215","LINC01840","100874079"
"ENSG00000230216.1","ENSG00000230216",NA,NA
"ENSG00000230219.3","ENSG00000230219",NA,NA
"ENSG00000230221.2","ENSG00000230221","ATMINP1","643342"
"ENSG00000230223.6","ENSG00000230223","ATXN8OS","6315"
"ENSG00000230224.1","ENSG00000230224","PHB1P9","100289414"
"ENSG00000230225.1","ENSG00000230225","MTND5P14","100873258"
"ENSG00000230226.1","ENSG00000230226","LOC105372725","105372725"
"ENSG00000230227.4","ENSG00000230227",NA,NA
"ENSG00000230228.2","ENSG00000230228","H3P1","115482711"
"ENSG00000230229.1","ENSG00000230229",NA,NA
"ENSG00000230231.1","ENSG00000230231","FMO7P","100337589"
"ENSG00000230233.1","ENSG00000230233",NA,NA
"ENSG00000230234.1","ENSG00000230234",NA,NA
"ENSG00000230237.1","ENSG00000230237",NA,NA
"ENSG00000230239.1","ENSG00000230239",NA,NA
"ENSG00000230240.1","ENSG00000230240",NA,NA
"ENSG00000230241.1","ENSG00000230241",NA,NA
"ENSG00000230243.1","ENSG00000230243",NA,NA
"ENSG00000230244.1","ENSG00000230244",NA,NA
"ENSG00000230245.2","ENSG00000230245",NA,NA
"ENSG00000230246.7","ENSG00000230246","SPATA31C1","441452"
"ENSG00000230247.2","ENSG00000230247","HNRNPH3P1","106480233"
"ENSG00000230248.1","ENSG00000230248",NA,NA
"ENSG00000230249.1","ENSG00000230249",NA,NA
"ENSG00000230250.2","ENSG00000230250","LINC01753","105378739"
"ENSG00000230251.1","ENSG00000230251","PHB1P4","100418774"
"ENSG00000230252.1","ENSG00000230252","MTND2P4","100873175"
"ENSG00000230256.1","ENSG00000230256",NA,NA
"ENSG00000230257.2","ENSG00000230257","NFE4","58160"
"ENSG00000230258.6","ENSG00000230258",NA,NA
"ENSG00000230260.1","ENSG00000230260",NA,NA
"ENSG00000230261.1","ENSG00000230261","OR52J2P","79529"
"ENSG00000230262.6","ENSG00000230262","LINC02603","158257"
"ENSG00000230265.1","ENSG00000230265",NA,NA
"ENSG00000230266.1","ENSG00000230266","XXYLT1-AS2","101410543"
"ENSG00000230267.7","ENSG00000230267",NA,NA
"ENSG00000230268.3","ENSG00000230268","SSU72L6","136157"
"ENSG00000230269.6","ENSG00000230269","LINC02525","100507194"
"ENSG00000230271.1","ENSG00000230271",NA,NA
"ENSG00000230273.1","ENSG00000230273",NA,NA
"ENSG00000230274.1","ENSG00000230274","PGAM1P3","100873887"
"ENSG00000230275.2","ENSG00000230275","SERBP1P4","100132591"
"ENSG00000230276.2","ENSG00000230276",NA,NA
"ENSG00000230280.2","ENSG00000230280",NA,NA
"ENSG00000230282.1","ENSG00000230282","RPL7P61","101929589"
"ENSG00000230283.1","ENSG00000230283","RPS12P24","100271551"
"ENSG00000230284.1","ENSG00000230284",NA,NA
"ENSG00000230285.1","ENSG00000230285",NA,NA
"ENSG00000230286.1","ENSG00000230286",NA,NA
"ENSG00000230287.3","ENSG00000230287",NA,NA
"ENSG00000230289.1","ENSG00000230289",NA,NA
"ENSG00000230290.1","ENSG00000230290",NA,NA
"ENSG00000230291.5","ENSG00000230291","RPL26P32","400055"
"ENSG00000230292.5","ENSG00000230292","NAALADL2-AS3","100862679"
"ENSG00000230294.4","ENSG00000230294",NA,NA
"ENSG00000230295.1","ENSG00000230295",NA,NA
"ENSG00000230298.1","ENSG00000230298",NA,NA
"ENSG00000230299.1","ENSG00000230299",NA,NA
"ENSG00000230300.1","ENSG00000230300",NA,NA
"ENSG00000230301.6","ENSG00000230301","OR5H6","79295"
"ENSG00000230302.2","ENSG00000230302","MTND3P4","100873181"
"ENSG00000230303.5","ENSG00000230303",NA,NA
"ENSG00000230304.1","ENSG00000230304",NA,NA
"ENSG00000230305.2","ENSG00000230305",NA,NA
"ENSG00000230306.1","ENSG00000230306",NA,NA
"ENSG00000230307.1","ENSG00000230307","OR6C5P","390320"
"ENSG00000230309.1","ENSG00000230309",NA,NA
"ENSG00000230310.1","ENSG00000230310",NA,NA
"ENSG00000230311.2","ENSG00000230311",NA,NA
"ENSG00000230312.2","ENSG00000230312",NA,NA
"ENSG00000230313.1","ENSG00000230313",NA,NA
"ENSG00000230314.6","ENSG00000230314","ELOVL2-AS1","100506409"
"ENSG00000230316.6","ENSG00000230316","FEZF1-AS1","154860"
"ENSG00000230317.1","ENSG00000230317","LINC01284","101926971"
"ENSG00000230318.2","ENSG00000230318","XRCC6P3","127086"
"ENSG00000230319.1","ENSG00000230319","TTLL1-AS1","100506679"
"ENSG00000230320.1","ENSG00000230320",NA,NA
"ENSG00000230321.1","ENSG00000230321","MTCO2P27","107075291"
"ENSG00000230322.1","ENSG00000230322",NA,NA
"ENSG00000230323.5","ENSG00000230323",NA,NA
"ENSG00000230324.1","ENSG00000230324","LINC01734","339568"
"ENSG00000230325.1","ENSG00000230325",NA,NA
"ENSG00000230326.1","ENSG00000230326","HMGN1P33","100874446"
"ENSG00000230327.1","ENSG00000230327","MTCO1P42","107075283"
"ENSG00000230328.2","ENSG00000230328",NA,NA
"ENSG00000230330.1","ENSG00000230330",NA,NA
"ENSG00000230331.1","ENSG00000230331",NA,NA
"ENSG00000230333.6","ENSG00000230333",NA,NA
"ENSG00000230335.1","ENSG00000230335",NA,NA
"ENSG00000230337.1","ENSG00000230337",NA,NA
"ENSG00000230338.1","ENSG00000230338",NA,NA
"ENSG00000230339.2","ENSG00000230339",NA,NA
"ENSG00000230342.2","ENSG00000230342","FANCD2P2","101929530"
"ENSG00000230343.1","ENSG00000230343",NA,NA
"ENSG00000230345.1","ENSG00000230345",NA,NA
"ENSG00000230350.1","ENSG00000230350","RPL35AP3","387074"
"ENSG00000230352.1","ENSG00000230352",NA,NA
"ENSG00000230353.5","ENSG00000230353",NA,NA
"ENSG00000230355.1","ENSG00000230355",NA,NA
"ENSG00000230356.1","ENSG00000230356","NCAPD2P1","100421175"
"ENSG00000230358.3","ENSG00000230358","SPDYE21","442572"
"ENSG00000230359.5","ENSG00000230359",NA,NA
"ENSG00000230360.1","ENSG00000230360","DDX10P2","401533"
"ENSG00000230361.1","ENSG00000230361","VN1R32P","100312788"
"ENSG00000230362.1","ENSG00000230362","ACTG1P23","442097"
"ENSG00000230364.1","ENSG00000230364","RPL4P3","391135"
"ENSG00000230365.1","ENSG00000230365",NA,NA
"ENSG00000230366.9","ENSG00000230366","DSCR9","257203"
"ENSG00000230368.2","ENSG00000230368","FAM41C","284593"
"ENSG00000230370.1","ENSG00000230370","RPL23AP52","100271465"
"ENSG00000230371.1","ENSG00000230371","KARS1P2","100419560"
"ENSG00000230373.8","ENSG00000230373","GOLGA6L3P","100133220"
"ENSG00000230375.1","ENSG00000230375",NA,NA
"ENSG00000230376.1","ENSG00000230376","MEMO1P4","100462785"
"ENSG00000230377.1","ENSG00000230377","ELOCP7","100462868"
"ENSG00000230379.5","ENSG00000230379",NA,NA
"ENSG00000230381.2","ENSG00000230381",NA,NA
"ENSG00000230383.1","ENSG00000230383","RPL6P19","646483"
"ENSG00000230384.1","ENSG00000230384","RPSAP25","129841"
"ENSG00000230385.1","ENSG00000230385",NA,NA
"ENSG00000230386.5","ENSG00000230386","LOC402279","402279"
"ENSG00000230387.2","ENSG00000230387","LINC03125","100505664"
"ENSG00000230390.1","ENSG00000230390","LINC01048","103695431"
"ENSG00000230391.1","ENSG00000230391","RPSAP23","100270875"
"ENSG00000230392.1","ENSG00000230392","LINC03098","101928336"
"ENSG00000230393.1","ENSG00000230393",NA,NA
"ENSG00000230394.1","ENSG00000230394",NA,NA
"ENSG00000230395.1","ENSG00000230395","ANAPC1P3","100420889"
"ENSG00000230397.1","ENSG00000230397","SPTLC1P1","100874511"
"ENSG00000230398.1","ENSG00000230398",NA,NA
"ENSG00000230399.1","ENSG00000230399","RBBP8P1","100420552"
"ENSG00000230400.2","ENSG00000230400",NA,NA
"ENSG00000230401.1","ENSG00000230401","LINC01972","105374293"
"ENSG00000230402.2","ENSG00000230402",NA,NA
"ENSG00000230403.1","ENSG00000230403","LINC01066","106144544"
"ENSG00000230404.1","ENSG00000230404",NA,NA
"ENSG00000230405.1","ENSG00000230405","RPS3AP52","100873818"
"ENSG00000230406.2","ENSG00000230406","RPL23P5","402120"
"ENSG00000230407.1","ENSG00000230407","LOC100419513","100419513"
"ENSG00000230408.3","ENSG00000230408","BZW1-AS1","101927795"
"ENSG00000230409.3","ENSG00000230409",NA,NA
"ENSG00000230411.1","ENSG00000230411","OR3D1P","504175"
"ENSG00000230415.1","ENSG00000230415",NA,NA
"ENSG00000230416.3","ENSG00000230416","OR5M4P","79518"
"ENSG00000230417.11","ENSG00000230417","LINC00595","414243"
"ENSG00000230418.2","ENSG00000230418",NA,NA
"ENSG00000230423.1","ENSG00000230423","LOC101929692","101929692"
"ENSG00000230424.1","ENSG00000230424","EMC1-AS1","101927895"
"ENSG00000230425.1","ENSG00000230425",NA,NA
"ENSG00000230426.3","ENSG00000230426","LINC01036","104169671"
"ENSG00000230427.1","ENSG00000230427",NA,NA
"ENSG00000230428.1","ENSG00000230428",NA,NA
"ENSG00000230432.1","ENSG00000230432",NA,NA
"ENSG00000230433.1","ENSG00000230433",NA,NA
"ENSG00000230434.2","ENSG00000230434",NA,NA
"ENSG00000230435.1","ENSG00000230435",NA,NA
"ENSG00000230437.1","ENSG00000230437",NA,NA
"ENSG00000230438.6","ENSG00000230438",NA,NA
"ENSG00000230440.1","ENSG00000230440",NA,NA
"ENSG00000230442.5","ENSG00000230442","ASB15-AS1","102724555"
"ENSG00000230444.1","ENSG00000230444",NA,NA
"ENSG00000230445.4","ENSG00000230445","LRRC37A6P","387646"
"ENSG00000230447.2","ENSG00000230447","CTF2P","100289419"
"ENSG00000230448.5","ENSG00000230448","LINC00276","100499171"
"ENSG00000230449.1","ENSG00000230449","RPL7P4","100133037"
"ENSG00000230450.1","ENSG00000230450",NA,NA
"ENSG00000230451.2","ENSG00000230451","RPS29P6","100270903"
"ENSG00000230452.1","ENSG00000230452","LINC01381","106144568"
"ENSG00000230453.9","ENSG00000230453","ANKRD18B","441459"
"ENSG00000230454.1","ENSG00000230454","LINC03143","139198561"
"ENSG00000230457.3","ENSG00000230457",NA,NA
"ENSG00000230458.1","ENSG00000230458",NA,NA
"ENSG00000230459.3","ENSG00000230459",NA,NA
"ENSG00000230461.8","ENSG00000230461","PROX1-AS1","100505832"
"ENSG00000230465.1","ENSG00000230465",NA,NA
"ENSG00000230468.1","ENSG00000230468",NA,NA
"ENSG00000230469.1","ENSG00000230469","RPL5P26","100271206"
"ENSG00000230470.1","ENSG00000230470",NA,NA
"ENSG00000230471.1","ENSG00000230471",NA,NA
"ENSG00000230472.5","ENSG00000230472",NA,NA
"ENSG00000230474.1","ENSG00000230474",NA,NA
"ENSG00000230476.1","ENSG00000230476","OFD1P9Y","386693"
"ENSG00000230477.1","ENSG00000230477",NA,NA
"ENSG00000230478.1","ENSG00000230478",NA,NA
"ENSG00000230479.1","ENSG00000230479","CLDN14-AS1","105369301"
"ENSG00000230480.1","ENSG00000230480","RPL34P11","100130286"
"ENSG00000230481.2","ENSG00000230481",NA,NA
"ENSG00000230482.1","ENSG00000230482",NA,NA
"ENSG00000230483.1","ENSG00000230483",NA,NA
"ENSG00000230484.2","ENSG00000230484","OR51A10P","81295"
"ENSG00000230485.1","ENSG00000230485",NA,NA
"ENSG00000230487.7","ENSG00000230487","PSMG3-AS1","114796"
"ENSG00000230489.1","ENSG00000230489","VAV3-AS1","100873946"
"ENSG00000230490.2","ENSG00000230490",NA,NA
"ENSG00000230491.1","ENSG00000230491","SRD5A2P1","118568808"
"ENSG00000230492.1","ENSG00000230492",NA,NA
"ENSG00000230495.1","ENSG00000230495","LOC100286962","100286962"
"ENSG00000230496.1","ENSG00000230496","MTCO2P7","107075145"
"ENSG00000230497.2","ENSG00000230497","EEF1B2P8","100421774"
"ENSG00000230498.1","ENSG00000230498",NA,NA
"ENSG00000230499.1","ENSG00000230499",NA,NA
"ENSG00000230500.1","ENSG00000230500",NA,NA
"ENSG00000230501.1","ENSG00000230501",NA,NA
"ENSG00000230502.1","ENSG00000230502",NA,NA
"ENSG00000230506.1","ENSG00000230506",NA,NA
"ENSG00000230507.5","ENSG00000230507","RPL7AP8","340749"
"ENSG00000230508.1","ENSG00000230508","RPL19P21","392557"
"ENSG00000230510.6","ENSG00000230510",NA,NA
"ENSG00000230513.1","ENSG00000230513","THAP7-AS1","439931"
"ENSG00000230515.1","ENSG00000230515",NA,NA
"ENSG00000230516.1","ENSG00000230516",NA,NA
"ENSG00000230519.2","ENSG00000230519","HMGB1P49","100420013"
"ENSG00000230520.1","ENSG00000230520","EIF3IP2","648442"
"ENSG00000230521.1","ENSG00000230521",NA,NA
"ENSG00000230522.5","ENSG00000230522","MBD3L2","125997"
"ENSG00000230523.1","ENSG00000230523","LINC01756","101928460"
"ENSG00000230524.8","ENSG00000230524",NA,NA
"ENSG00000230525.5","ENSG00000230525",NA,NA
"ENSG00000230526.1","ENSG00000230526","LINC03139","124902447"
"ENSG00000230528.7","ENSG00000230528",NA,NA
"ENSG00000230529.1","ENSG00000230529","CEACAMP9","1097"
"ENSG00000230530.1","ENSG00000230530",NA,NA
"ENSG00000230531.1","ENSG00000230531","MTND5P7","100873197"
"ENSG00000230532.1","ENSG00000230532",NA,NA
"ENSG00000230533.3","ENSG00000230533",NA,NA
"ENSG00000230534.6","ENSG00000230534",NA,NA
"ENSG00000230535.1","ENSG00000230535",NA,NA
"ENSG00000230536.1","ENSG00000230536",NA,NA
"ENSG00000230537.1","ENSG00000230537","LOC105379829","105379829"
"ENSG00000230538.1","ENSG00000230538",NA,NA
"ENSG00000230539.1","ENSG00000230539","AOAH-IT1","100874264"
"ENSG00000230542.6","ENSG00000230542","LINC00102","100359394"
"ENSG00000230543.1","ENSG00000230543","SNX3P1X","100873884"
"ENSG00000230546.1","ENSG00000230546",NA,NA
"ENSG00000230547.1","ENSG00000230547","HMGB1P11","100419996"
"ENSG00000230548.1","ENSG00000230548","MTND4P27","100873248"
"ENSG00000230549.3","ENSG00000230549","USP17L1","401447"
"ENSG00000230550.1","ENSG00000230550","ERLNC1","101929441"
"ENSG00000230551.4","ENSG00000230551",NA,NA
"ENSG00000230552.5","ENSG00000230552",NA,NA
"ENSG00000230555.2","ENSG00000230555",NA,NA
"ENSG00000230556.1","ENSG00000230556",NA,NA
"ENSG00000230558.2","ENSG00000230558",NA,NA
"ENSG00000230559.1","ENSG00000230559","RPL17P12","100270938"
"ENSG00000230561.4","ENSG00000230561","CCDC192","728586"
"ENSG00000230562.3","ENSG00000230562",NA,NA
"ENSG00000230563.2","ENSG00000230563","LOC124904863","124904863"
"ENSG00000230564.1","ENSG00000230564",NA,NA
"ENSG00000230565.1","ENSG00000230565",NA,NA
"ENSG00000230568.1","ENSG00000230568","SF3A3P1","170548"
"ENSG00000230569.1","ENSG00000230569",NA,NA
"ENSG00000230570.1","ENSG00000230570",NA,NA
"ENSG00000230571.2","ENSG00000230571",NA,NA
"ENSG00000230572.5","ENSG00000230572",NA,NA
"ENSG00000230573.1","ENSG00000230573","LINC02639","105376365"
"ENSG00000230575.1","ENSG00000230575",NA,NA
"ENSG00000230576.1","ENSG00000230576","OR6R1P","81440"
"ENSG00000230578.3","ENSG00000230578",NA,NA
"ENSG00000230580.1","ENSG00000230580","RPL19P5","646532"
"ENSG00000230581.2","ENSG00000230581","ACTG1P14","100418910"
"ENSG00000230583.7","ENSG00000230583",NA,NA
"ENSG00000230584.1","ENSG00000230584","CCT5P2","390415"
"ENSG00000230585.2","ENSG00000230585",NA,NA
"ENSG00000230587.1","ENSG00000230587","LOC107985876","107985876"
"ENSG00000230589.1","ENSG00000230589","IMP3P1","646087"
"ENSG00000230590.9","ENSG00000230590","FTX","100302692"
"ENSG00000230592.2","ENSG00000230592","RPSAP8","643617"
"ENSG00000230593.3","ENSG00000230593",NA,NA
"ENSG00000230595.1","ENSG00000230595",NA,NA
"ENSG00000230596.3","ENSG00000230596","GPAA1P2","106481722"
"ENSG00000230597.1","ENSG00000230597",NA,NA
"ENSG00000230598.2","ENSG00000230598","OR2H4P","442189"
"ENSG00000230599.2","ENSG00000230599",NA,NA
"ENSG00000230600.1","ENSG00000230600",NA,NA
"ENSG00000230601.6","ENSG00000230601","TEX48","100505478"
"ENSG00000230603.1","ENSG00000230603",NA,NA
"ENSG00000230604.2","ENSG00000230604",NA,NA
"ENSG00000230605.1","ENSG00000230605","MTCYBP6","107075259"
"ENSG00000230606.10","ENSG00000230606",NA,NA
"ENSG00000230607.3","ENSG00000230607",NA,NA
"ENSG00000230609.1","ENSG00000230609","COX7CP4","127460873"
"ENSG00000230611.1","ENSG00000230611",NA,NA
"ENSG00000230612.3","ENSG00000230612",NA,NA
"ENSG00000230613.1","ENSG00000230613","HM13-AS1","100874042"
"ENSG00000230614.3","ENSG00000230614",NA,NA
"ENSG00000230615.6","ENSG00000230615","LOC107984948","107984948"
"ENSG00000230617.1","ENSG00000230617",NA,NA
"ENSG00000230618.3","ENSG00000230618",NA,NA
"ENSG00000230621.1","ENSG00000230621",NA,NA
"ENSG00000230622.1","ENSG00000230622","UQCRHP1","100130756"
"ENSG00000230623.5","ENSG00000230623",NA,NA
"ENSG00000230626.4","ENSG00000230626",NA,NA
"ENSG00000230627.1","ENSG00000230627",NA,NA
"ENSG00000230628.1","ENSG00000230628",NA,NA
"ENSG00000230629.2","ENSG00000230629","RPS23P8","653658"
"ENSG00000230630.5","ENSG00000230630",NA,NA
"ENSG00000230631.1","ENSG00000230631",NA,NA
"ENSG00000230634.1","ENSG00000230634",NA,NA
"ENSG00000230635.2","ENSG00000230635","CYP4F60P","107126294"
"ENSG00000230636.1","ENSG00000230636","RPL36P1","140697"
"ENSG00000230637.2","ENSG00000230637",NA,NA
"ENSG00000230638.4","ENSG00000230638","LOC100418723","100418723"
"ENSG00000230639.1","ENSG00000230639",NA,NA
"ENSG00000230641.1","ENSG00000230641",NA,NA
"ENSG00000230643.1","ENSG00000230643",NA,NA
"ENSG00000230645.1","ENSG00000230645","LINC01818","105373684"
"ENSG00000230646.1","ENSG00000230646","KLF2P2","106480678"
"ENSG00000230647.1","ENSG00000230647",NA,NA
"ENSG00000230648.1","ENSG00000230648",NA,NA
"ENSG00000230649.2","ENSG00000230649",NA,NA
"ENSG00000230650.1","ENSG00000230650","LOC442041","442041"
"ENSG00000230651.7","ENSG00000230651","RGPD4-DT","729121"
"ENSG00000230654.1","ENSG00000230654","MTCO2P25","107075290"
"ENSG00000230655.3","ENSG00000230655","OR7E55P","391548"
"ENSG00000230657.6","ENSG00000230657","PRB4","5545"
"ENSG00000230658.1","ENSG00000230658",NA,NA
"ENSG00000230659.3","ENSG00000230659","RPL26P12","391126"
"ENSG00000230661.1","ENSG00000230661",NA,NA
"ENSG00000230662.1","ENSG00000230662","TNPO1P2","252968"
"ENSG00000230663.1","ENSG00000230663",NA,NA
"ENSG00000230665.3","ENSG00000230665",NA,NA
"ENSG00000230666.5","ENSG00000230666",NA,NA
"ENSG00000230667.5","ENSG00000230667","SETSIP","646817"
"ENSG00000230668.1","ENSG00000230668",NA,NA
"ENSG00000230671.2","ENSG00000230671",NA,NA
"ENSG00000230673.3","ENSG00000230673",NA,NA
"ENSG00000230676.1","ENSG00000230676",NA,NA
"ENSG00000230679.1","ENSG00000230679","ENO1-AS1","100505975"
"ENSG00000230680.2","ENSG00000230680","LOC105375266","105375266"
"ENSG00000230681.1","ENSG00000230681",NA,NA
"ENSG00000230682.1","ENSG00000230682",NA,NA
"ENSG00000230683.1","ENSG00000230683","DDTP1","101060160"
"ENSG00000230684.1","ENSG00000230684",NA,NA
"ENSG00000230686.1","ENSG00000230686",NA,NA
"ENSG00000230687.1","ENSG00000230687",NA,NA
"ENSG00000230690.1","ENSG00000230690",NA,NA
"ENSG00000230691.1","ENSG00000230691","MRPL35P4","359745"
"ENSG00000230694.1","ENSG00000230694",NA,NA
"ENSG00000230695.1","ENSG00000230695",NA,NA
"ENSG00000230696.1","ENSG00000230696",NA,NA
"ENSG00000230697.1","ENSG00000230697","SAP18P3","106660616"
"ENSG00000230698.1","ENSG00000230698",NA,NA
"ENSG00000230699.2","ENSG00000230699",NA,NA
"ENSG00000230701.2","ENSG00000230701","FBXW4P1","26226"
"ENSG00000230702.1","ENSG00000230702","RPL31P30","729203"
"ENSG00000230703.1","ENSG00000230703",NA,NA
"ENSG00000230704.1","ENSG00000230704","LOC101928628","101928628"
"ENSG00000230706.2","ENSG00000230706",NA,NA
"ENSG00000230707.1","ENSG00000230707","HAPSTR2","389895"
"ENSG00000230709.1","ENSG00000230709","LOC284191","284191"
"ENSG00000230710.1","ENSG00000230710",NA,NA
"ENSG00000230711.2","ENSG00000230711","CTAGE13P","100421638"
"ENSG00000230712.2","ENSG00000230712","GGTLC4P","729838"
"ENSG00000230714.1","ENSG00000230714",NA,NA
"ENSG00000230715.3","ENSG00000230715",NA,NA
"ENSG00000230716.3","ENSG00000230716","KRT8P7","729131"
"ENSG00000230718.1","ENSG00000230718",NA,NA
"ENSG00000230720.1","ENSG00000230720","LINC02644","105376480"
"ENSG00000230721.1","ENSG00000230721","RPL17P5","388132"
"ENSG00000230724.9","ENSG00000230724",NA,NA
"ENSG00000230725.5","ENSG00000230725","LOC284798","284798"
"ENSG00000230727.1","ENSG00000230727","RBMY2WP","379011"
"ENSG00000230728.1","ENSG00000230728",NA,NA
"ENSG00000230729.1","ENSG00000230729",NA,NA
"ENSG00000230730.1","ENSG00000230730",NA,NA
"ENSG00000230731.2","ENSG00000230731",NA,NA
"ENSG00000230732.4","ENSG00000230732",NA,NA
"ENSG00000230733.2","ENSG00000230733",NA,NA
"ENSG00000230734.1","ENSG00000230734","RPL10P3","619445"
"ENSG00000230735.1","ENSG00000230735",NA,NA
"ENSG00000230736.2","ENSG00000230736","LOC339666","339666"
"ENSG00000230737.1","ENSG00000230737","LOC124907748","124907748"
"ENSG00000230739.1","ENSG00000230739",NA,NA
"ENSG00000230741.1","ENSG00000230741",NA,NA
